,accommodates,bathrooms,bedrooms,beds,city,latitude,longitude,metropolitan,property_type,zipcode_clean,id,listing_id,price
3313849,10.0,2.5,4.0,5.0,washington,38.906976137949826,-77.02699276815332,dc,House,20005,892183,892183,498.9514298962392
3314035,6.0,1.0,1.0,4.0,washington,38.90726576895394,-77.02811839955119,dc,Apartment,20005,15114759,15114759,206.9113586095809
3314355,5.0,2.0,2.0,3.0,washington,38.907398743403924,-77.03326544446772,dc,Condominium,20005,8298054,8298054,292.86895217435796
3314474,2.0,1.0,1.0,1.0,washington,38.90878552107135,-77.03344998275317,dc,Apartment,20005,957734,957734,179.28203259457936
3314688,5.0,2.0,2.0,2.0,washington,38.90629537862268,-77.03049067689518,dc,Apartment,20005,8301971,8301971,285.153447143799
3315052,4.0,2.0,2.0,2.0,washington,38.909120469813104,-77.03299149244681,dc,Condominium,20005,8065288,8065288,284.4657475755605
3315365,2.0,1.0,0.0,1.0,washington,38.910574818788575,-77.02865543264404,dc,Condominium,20005,14912655,14912655,157.51722447234175
3315569,4.0,1.0,2.0,2.0,washington,38.906280330774116,-77.03347318249222,dc,Apartment,20005,16778502,16778502,229.4108912757124
3315951,4.0,1.0,1.0,2.0,washington,38.90910736216826,-77.03007565072494,dc,Apartment,20005,7996425,7996425,196.25042602447982
3316074,5.0,2.0,2.0,2.0,washington,38.906888063896425,-77.03360050197072,dc,Apartment,20005,8290848,8290848,285.153447143799
3316373,2.0,1.0,1.0,1.0,washington,38.906233946186326,-77.03460483397069,dc,Apartment,20005,8453546,8453546,179.28203259457936
3316997,3.0,1.0,0.0,2.0,washington,38.91008316684487,-77.0355285577799,dc,Apartment,20005,14732141,14732141,161.69890074595105
3317416,1.0,1.0,0.0,1.0,washington,38.905714797790544,-77.03618699023924,dc,Apartment,20005,16350341,16350341,140.10689306208477
3317482,6.0,2.0,2.0,3.0,washington,38.90790547976884,-77.03514379856158,dc,Condominium,20005,1050419,1050419,299.9188103744924
3317553,3.0,1.0,0.0,1.0,washington,38.90674705113178,-77.03572331705799,dc,Apartment,20005,6759818,6759818,161.69890074595105
3317682,4.0,1.0,1.0,1.0,washington,38.91146479965453,-77.03636078189255,dc,Apartment,20005,9641,9641,196.25042602447982
3318108,4.0,1.0,1.0,1.0,washington,38.91033568586732,-77.0354136687018,dc,Apartment,20005,3389960,3389960,196.25042602447982
3318442,2.0,1.5,1.0,1.0,washington,38.908960477748735,-77.03531017651635,dc,Condominium,20005,16571149,16571149,202.32152751471781
3318804,2.0,1.0,0.0,1.0,washington,38.905636005709844,-77.03477882681874,dc,Apartment,20005,10810921,10810921,153.36750177625856
3318962,6.0,2.0,2.0,3.0,washington,38.90838618187918,-77.03577920234727,dc,Apartment,20005,18545374,18545374,292.0175798991431
3319180,8.0,2.0,2.0,4.0,washington,38.90733471369353,-77.035298606214,dc,Condominium,20005,2162330,2162330,311.38939771683437
3319252,4.0,1.0,1.0,2.0,washington,38.90766446045005,-77.03483491963813,dc,Apartment,20005,3991408,3991408,196.25042602447982
3319858,7.0,3.0,3.0,3.0,washington,38.91066630848616,-77.04409683592289,dc,Apartment,20005,14346963,14346963,420.5018076160133
3319859,2.0,1.0,0.0,2.0,washington,38.90819518445385,-77.04765041475292,dc,Townhouse,20037,5560185,5560185,163.2365067134593
3319893,3.0,1.0,1.0,2.0,washington,38.908036980758006,-77.04909910063422,dc,Apartment,20037,6177419,6177419,184.98723086969278
3320036,6.0,2.5,3.0,3.0,washington,38.907084526945795,-77.04646547889908,dc,House,20037,8503628,8503628,390.789276569833
3320371,2.0,1.5,1.0,1.0,washington,38.908374174057975,-77.04668035035624,dc,Townhouse,20037,15054199,15054199,209.66760616222396
3320431,6.0,1.0,2.0,4.0,washington,38.909099712580506,-77.04769060888283,dc,Apartment,20037,13413787,13413787,236.71131397985567
3320551,2.0,1.0,0.0,1.0,washington,38.9033174535704,-77.04886697114185,dc,Apartment,20037,16685950,16685950,150.09443944306742
3320872,4.0,1.0,0.0,2.0,washington,38.90262407759652,-77.05250492219452,dc,Apartment,20037,11317188,11317188,164.3003331584166
3321195,4.0,1.0,2.0,2.0,washington,38.90232704992098,-77.05159939576829,dc,Townhouse,20037,17386536,17386536,244.17319223534182
3321303,2.0,1.0,0.0,1.0,washington,38.90147882804685,-77.05363783416226,dc,Apartment,20037,5627886,5627886,150.09443944306742
3321595,2.0,1.0,1.0,1.0,washington,38.89936637092354,-77.05165275699048,dc,Apartment,20037,3875101,3875101,175.455920405836
3321618,2.0,1.0,0.0,1.0,washington,38.90482080395267,-77.05118508784946,dc,Apartment,20037,9138022,9138022,150.09443944306742
3321918,2.0,1.0,0.0,1.0,washington,38.90425589070781,-77.04967509864711,dc,Apartment,20037,4427676,4427676,150.09443944306742
3322034,2.0,1.0,0.0,1.0,washington,38.90280790885616,-77.05225540320725,dc,Apartment,20037,16915848,16915848,150.09443944306742
3322444,7.0,1.0,2.0,3.0,washington,38.9026173586619,-77.04961174732826,dc,Apartment,20037,2351587,2351587,241.52006714863984
3322753,3.0,1.0,1.0,1.0,washington,38.905559625953906,-77.05189599706792,dc,Apartment,20037,17026665,17026665,184.98723086969278
3323117,2.0,1.0,,1.0,washington,38.90672393899897,-77.05326266059052,dc,Apartment,20037,34000,34000,
3323481,3.0,1.0,0.0,1.0,washington,38.9020188390724,-77.05210209595123,dc,Apartment,20037,12780527,12780527,158.24803550253012
3323727,4.0,,2.0,2.0,washington,38.90740380631625,-77.0530724107511,dc,Apartment,20037,623373,623373,
3324091,2.0,1.0,0.0,1.0,washington,38.90410601427044,-77.05299101383363,dc,Apartment,20037,5870899,5870899,150.09443944306742
3324370,4.0,2.0,2.0,2.0,washington,38.90706125545467,-77.05174663032172,dc,Apartment,20037,6221367,6221367,271.06068600519257
3324734,2.0,1.5,1.0,1.0,washington,38.90370068005585,-77.05042326017586,dc,Apartment,20037,36391,36391,192.78740062436077
3325098,3.0,1.0,1.0,1.0,washington,38.90276899785003,-77.05375092326351,dc,Apartment,20037,9432339,9432339,184.98723086969278
3325327,3.0,1.0,1.0,2.0,washington,38.905477059268826,-77.05349362866367,dc,Apartment,20037,15177667,15177667,184.98723086969278
3325835,4.0,2.0,2.0,2.0,washington,38.901826316821364,-77.04833248960612,dc,Apartment,20037,1058667,1058667,271.06068600519257
3326014,2.0,1.0,1.0,1.0,washington,38.89927134594812,-77.0563853779273,dc,Apartment,20037,1162078,1162078,175.455920405836
3326106,3.0,1.0,0.0,1.0,washington,38.8992070038444,-77.04914146594437,dc,Apartment,20037,7716746,7716746,158.24803550253012
3326264,2.0,1.0,0.0,1.0,washington,38.90366782317695,-77.05083985692251,dc,Apartment,20037,5924743,5924743,150.09443944306742
3326352,6.0,2.5,2.0,2.0,washington,38.904039738703425,-77.05015971230421,dc,House,20037,10748429,10748429,334.3021841123347
3326444,3.0,1.0,1.0,2.0,washington,38.90178638326539,-77.04896989844462,dc,Apartment,20037,1901094,1901094,184.98723086969278
3326588,3.0,1.0,1.0,2.0,washington,38.90045278614636,-77.04914926700165,dc,Apartment,20037,1901533,1901533,184.98723086969278
3326762,5.0,2.0,2.0,3.0,washington,38.89987204449939,-77.05049221530784,dc,Apartment,20037,1901611,1901611,279.0679010129924
3326869,6.0,1.0,1.0,3.0,washington,38.90124787618868,-77.05185206106928,dc,House,20037,5047724,5047724,215.5777467964943
3327205,2.0,1.0,0.0,1.0,washington,38.90148737643129,-77.053675404414,dc,Apartment,20037,11241307,11241307,150.09443944306742
3327481,2.0,1.0,0.0,1.0,washington,38.901436473810115,-77.0471390783473,dc,Apartment,20037,9373642,9373642,150.09443944306742
3327733,3.0,1.0,1.0,1.0,washington,38.902093225725295,-77.05009078721763,dc,Apartment,20037,18649210,18649210,184.98723086969278
3328104,4.0,1.0,0.0,1.0,washington,38.90512925239435,-77.05231137613694,dc,Condominium,20037,14258587,14258587,168.74586962204185
3328116,4.0,1.0,1.0,2.0,washington,38.898822200156864,-77.05059016970594,dc,Apartment,20037,5003334,5003334,192.06218620930358
3328329,5.0,2.0,2.0,2.0,washington,38.90053240123878,-77.05075047714831,dc,Apartment,20037,5870042,5870042,279.0679010129924
3328638,3.0,1.0,0.0,1.0,washington,38.901039445052454,-77.05215660496096,dc,Apartment,20037,13079204,13079204,158.24803550253012
3328978,2.0,1.0,0.0,1.0,washington,38.90394782423913,-77.05344085016164,dc,Apartment,20037,234238,234238,150.09443944306742
3329259,2.0,1.0,1.0,1.0,washington,38.90364287837879,-77.0531942174403,dc,Apartment,20037,17339568,17339568,175.455920405836
3329572,2.0,1.0,0.0,1.0,washington,38.9044331700881,-77.05190507704003,dc,Apartment,20037,11436980,11436980,150.09443944306742
3329736,4.0,1.0,1.0,2.0,washington,38.904371557917216,-77.05483939143056,dc,Apartment,20037,11868093,11868093,192.06218620930358
3330075,4.0,1.0,1.0,2.0,washington,38.90111652383542,-77.05221437512529,dc,House,20037,4266897,4266897,204.47028589686346
3330427,3.0,1.0,1.0,1.0,washington,38.9056353461807,-77.05278281881877,dc,Apartment,20037,6791838,6791838,184.98723086969278
3330791,4.0,1.0,1.0,2.0,washington,38.9073708178965,-77.04744017908061,dc,Apartment,20037,140290,140290,192.06218620930358
3330912,3.0,1.0,1.0,1.0,washington,38.906864106027776,-77.05025901290799,dc,Apartment,20037,10986930,10986930,184.98723086969278
3331276,4.0,1.0,0.0,3.0,washington,38.906757993097074,-77.04829946906375,dc,Apartment,20037,1943175,1943175,164.3003331584166
3331607,4.0,1.0,2.0,2.0,washington,38.90124740182559,-77.0540804303093,dc,Townhouse,20037,14887080,14887080,244.17319223534182
3331645,5.0,2.0,2.0,3.0,washington,38.90023916958605,-77.05057272647157,dc,Apartment,20037,4565171,4565171,279.0679010129924
3331743,2.0,1.0,1.0,1.0,washington,38.901834622224975,-77.04931379519294,dc,Apartment,20037,15968543,15968543,175.455920405836
3332100,3.0,1.0,0.0,3.0,washington,38.898716454353035,-77.04908398541723,dc,Apartment,20037,18361790,18361790,158.24803550253012
3332164,2.0,1.0,1.0,1.0,washington,38.90750931539144,-77.04723802668914,dc,Apartment,20037,568874,568874,175.455920405836
3332522,3.0,1.0,0.0,1.0,washington,38.90047467712992,-77.052605481906,dc,Apartment,20037,12333075,12333075,158.24803550253012
3332813,6.0,2.0,3.0,3.0,washington,38.899612680017405,-77.05292721309169,dc,House,20037,898543,898543,355.6575376981703
3333091,2.0,1.0,0.0,1.0,washington,38.8979496961579,-77.05099912041449,dc,Apartment,20037,12566437,12566437,150.09443944306742
3333132,4.0,1.0,1.0,2.0,washington,38.89849199940495,-77.05042265710182,dc,Apartment,20037,9683081,9683081,192.06218620930358
3333140,3.0,1.0,1.0,2.0,washington,38.90698764994171,-77.05296907763478,dc,Apartment,20037,4408795,4408795,184.98723086969278
3333237,2.0,1.0,0.0,1.0,washington,38.90271144883727,-77.04985391157479,dc,Apartment,20037,17910772,17910772,150.09443944306742
3333403,2.0,1.0,1.0,1.0,washington,38.90044181307511,-77.04885863775009,dc,Apartment,20037,16633825,16633825,175.455920405836
3333474,4.0,1.5,2.0,2.0,washington,38.90057475621537,-77.0531648421247,dc,House,20037,6214131,6214131,262.629948645955
3333727,3.0,1.0,1.0,1.0,washington,38.90195233381053,-77.04864191224054,dc,Apartment,20037,18668105,18668105,184.98723086969278
3333961,5.0,2.0,2.0,2.0,washington,38.900402535782746,-77.04854141482427,dc,Apartment,20037,10541768,10541768,279.0679010129924
3334320,3.0,1.0,1.0,2.0,washington,38.90644380423677,-77.04888023017548,dc,Apartment,20037,10280108,10280108,184.98723086969278
3334591,5.0,2.0,2.0,2.0,washington,38.89991620788383,-77.05008031578933,dc,Apartment,20037,12049961,12049961,279.0679010129924
3334878,3.0,1.0,1.0,1.0,washington,38.90508896072296,-77.052445067085,dc,Apartment,20037,16015215,16015215,184.98723086969278
3335220,3.0,1.0,1.0,2.0,washington,38.89995430140697,-77.05000217717196,dc,Apartment,20037,17588156,17588156,184.98723086969278
3335364,3.0,1.0,1.0,2.0,washington,38.90158161713985,-77.04870039548852,dc,Apartment,20037,14569495,14569495,184.98723086969278
3335692,3.0,1.0,1.0,1.0,washington,38.90023324056801,-77.04829884811548,dc,Apartment,20037,90734,90734,184.98723086969278
3335871,4.0,1.0,1.0,1.0,washington,38.90719645152525,-77.04721819727393,dc,Apartment,20037,11756246,11756246,192.06218620930358
3335880,2.0,1.0,0.0,1.0,washington,38.90022124529564,-77.05049105241059,dc,Apartment,20037,9102340,9102340,150.09443944306742
3335965,2.0,1.0,1.0,1.0,washington,38.903618582642274,-77.05082771034388,dc,Apartment,20037,11888245,11888245,175.455920405836
3336293,2.0,1.0,1.0,1.0,washington,38.903207779534995,-77.04960325133652,dc,Apartment,20037,15394948,15394948,175.455920405836
3336294,2.0,1.0,0.0,1.0,washington,38.90304375940618,-77.05282923796916,dc,Apartment,20037,13199849,13199849,150.09443944306742
3336454,3.0,1.0,1.0,2.0,washington,38.90146458106632,-77.04714863209348,dc,Apartment,20037,13266063,13266063,184.98723086969278
3336740,2.0,1.0,0.0,1.0,washington,38.9031716803898,-77.05075822702274,dc,Apartment,20037,584885,584885,150.09443944306742
3337085,6.0,1.0,2.0,2.0,washington,38.906919431292046,-77.04754714797522,dc,Townhouse,20037,7990478,7990478,257.4374383021768
3337145,2.0,1.0,1.0,1.0,washington,38.90413021522489,-77.05393385889519,dc,Apartment,20037,17920660,17920660,175.455920405836
3337467,5.0,1.0,1.0,1.0,washington,38.9078922404409,-77.04777547230391,dc,Apartment,20037,16380684,16380684,197.73576153485456
3337817,8.0,2.5,4.0,5.0,washington,38.901648740063294,-77.05516551540494,dc,House,20037,8550351,8550351,474.29241422686954
3337882,3.0,1.0,1.0,2.0,washington,38.903221110889724,-77.05509125283362,dc,Apartment,20037,11827928,11827928,184.98723086969278
3337967,5.0,2.0,2.0,3.0,washington,38.90653469241961,-77.04909676974009,dc,Apartment,20037,6487066,6487066,279.0679010129924
3338097,3.0,1.0,1.0,1.0,washington,38.9060608124923,-77.05351156817706,dc,Apartment,20037,98065,98065,184.98723086969278
3338456,2.0,1.0,1.0,1.0,washington,38.903470705448825,-77.05013290412276,dc,Apartment,20037,807680,807680,175.455920405836
3338820,4.0,1.0,0.0,2.0,washington,38.90452344082272,-77.05216006350528,dc,Apartment,20037,11566779,11566779,164.3003331584166
3339167,2.0,1.0,0.0,1.0,washington,38.903321674192725,-77.05026693440038,dc,Apartment,20037,17464583,17464583,150.09443944306742
3339183,3.0,1.0,1.0,1.0,washington,38.902549892167386,-77.05382154417316,dc,Apartment,20037,11827785,11827785,184.98723086969278
3339265,4.0,1.0,2.0,2.0,washington,38.90728659889943,-77.04741473184096,dc,Apartment,20037,130470,130470,224.51496392238192
3339565,3.0,1.0,0.0,1.0,washington,38.9039738790062,-77.0503928010167,dc,Condominium,20037,15595774,15595774,162.52981265172969
3339926,4.0,1.0,1.0,1.0,washington,38.90494681735829,-77.0485258488865,dc,Apartment,20037,16675897,16675897,192.06218620930358
3339963,3.0,1.0,,1.0,washington,38.90082041220632,-77.05295609129783,dc,Apartment,20037,703986,703986,
3340327,2.0,1.0,0.0,1.0,washington,38.90408518510258,-77.05471815620112,dc,Apartment,20037,8287457,8287457,150.09443944306742
3340343,2.0,1.0,1.0,2.0,washington,38.90368858670796,-77.05367437447691,dc,Apartment,20037,11693843,11693843,175.455920405836
3340426,3.0,1.0,1.0,2.0,washington,38.90625898396181,-77.05105657817295,dc,Apartment,20037,1795916,1795916,184.98723086969278
3340569,2.0,1.0,1.0,1.0,washington,38.90398933000492,-77.05405302075859,dc,Apartment,20037,14946655,14946655,175.455920405836
3340784,3.0,1.0,1.0,1.0,washington,38.90056910815053,-77.05335844282719,dc,Apartment,20037,17524695,17524695,184.98723086969278
3340793,3.0,1.0,1.0,1.0,washington,38.89994637796881,-77.04892926842372,dc,Apartment,20037,9627500,9627500,184.98723086969278
3341093,2.0,1.0,1.0,1.0,washington,38.90577310031175,-77.05072037350597,dc,Apartment,20037,16671880,16671880,175.455920405836
3341095,3.0,1.0,1.0,2.0,washington,38.903897048764755,-77.05534788968288,dc,Apartment,20037,11742699,11742699,184.98723086969278
3341106,4.0,1.0,1.0,2.0,washington,38.89927618489745,-77.05089388206683,dc,Apartment,20037,9428134,9428134,192.06218620930358
3341399,3.0,1.0,1.0,1.0,washington,38.90471362469949,-77.05366455274213,dc,Apartment,20037,9493335,9493335,184.98723086969278
3341634,6.0,1.0,2.0,3.0,washington,38.906504173631646,-77.04763480768815,dc,Townhouse,20037,7559867,7559867,257.4374383021768
3341681,3.0,1.0,1.0,1.0,washington,38.905694968885975,-77.05343281990758,dc,Apartment,20037,8838946,8838946,184.98723086969278
3342045,3.0,2.0,2.0,2.0,washington,38.90233681481072,-77.05170881978977,dc,House,20037,14406086,14406086,277.9423675638791
3342354,3.0,,1.0,1.0,washington,38.90424446699196,-77.05277223367739,dc,Apartment,20037,22943,22943,
3342718,2.0,1.0,1.0,1.0,washington,38.90741381106765,-77.05188507554256,dc,Apartment,20037,54345,54345,175.455920405836
3343082,5.0,2.0,2.0,2.0,washington,38.90320492289518,-77.05004191947899,dc,Apartment,20037,6181730,6181730,279.0679010129924
3343446,5.0,2.0,2.0,2.0,washington,38.90773021302783,-77.05021539690226,dc,Apartment,20037,6968141,6968141,279.0679010129924
3343810,3.0,1.0,1.0,1.0,washington,38.90633402448968,-77.05018665576978,dc,Apartment,20037,6797009,6797009,184.98723086969278
3344174,5.0,1.0,1.0,1.0,washington,38.905904611511296,-77.05185060954052,dc,Apartment,20037,14570947,14570947,197.73576153485456
3344426,4.0,2.0,2.0,2.0,washington,38.902608758558685,-77.05105163843311,dc,Apartment,20037,2641263,2641263,271.06068600519257
3344790,2.0,1.0,1.0,1.0,washington,38.90388921187167,-77.04974636869386,dc,Apartment,20037,12668922,12668922,175.455920405836
3345040,2.0,1.0,0.0,1.0,washington,38.90243693551708,-77.05019610164116,dc,Apartment,20037,2346018,2346018,150.09443944306742
3345167,5.0,2.0,2.0,2.0,washington,38.90050988167017,-77.0486490554584,dc,Apartment,20037,248536,248536,279.0679010129924
3345527,4.0,1.0,1.0,2.0,washington,38.90247542676314,-77.0523506183111,dc,Apartment,20037,17744570,17744570,192.06218620930358
3345657,4.0,2.0,2.0,2.0,washington,38.89991548651794,-77.0501063403496,dc,Apartment,20037,1065411,1065411,271.06068600519257
3346017,3.0,1.0,1.0,1.0,washington,38.899781993936685,-77.05180976627634,dc,Apartment,20037,704025,704025,184.98723086969278
3346325,2.0,1.0,1.0,1.0,washington,38.90395284140108,-77.05082348732834,dc,Apartment,20037,605953,605953,175.455920405836
3346689,6.0,2.0,2.0,3.0,washington,38.898787138059895,-77.05286855544671,dc,House,20037,898544,898544,304.2486034727894
3346931,5.0,2.0,2.0,2.0,washington,38.901889455159406,-77.04933347937637,dc,Apartment,20037,15054043,15054043,279.0679010129924
3347295,4.0,1.0,1.0,1.0,washington,38.90291987052057,-77.0524544323546,dc,Apartment,20037,18330823,18330823,192.06218620930358
3347457,3.0,1.0,1.0,2.0,washington,38.90184056764769,-77.05467361458494,dc,Condominium,20037,17609853,17609853,189.99250057504017
3347813,6.0,1.0,2.0,2.0,washington,38.901941194314816,-77.05394737908617,dc,House,20037,8303678,8303678,252.00395246848836
3348147,2.0,1.0,1.0,2.0,washington,38.90308486493471,-77.053409175914,dc,Apartment,20037,17544252,17544252,175.455920405836
3348223,6.0,2.0,2.0,2.0,washington,38.904810690084894,-77.05458438573864,dc,Townhouse,20037,7090899,7090899,310.80854215905117
3348421,2.0,1.0,1.0,1.0,washington,38.901915015674035,-77.05167076693522,dc,Condominium,20037,18036366,18036366,180.20329782698238
3348447,6.0,1.0,1.0,2.0,washington,38.90494669447103,-77.05057974486722,dc,Apartment,20037,11514239,11514239,202.49560060132688
3348780,5.0,2.0,2.0,2.0,washington,38.90570330536091,-77.05195240859696,dc,Apartment,20037,10037486,10037486,279.0679010129924
3348865,2.0,1.0,0.0,1.0,washington,38.90052564030882,-77.05436084470581,dc,Apartment,20037,565553,565553,150.09443944306742
3349204,4.0,1.0,1.0,1.0,washington,38.90205895622359,-77.05492911719773,dc,Apartment,20037,10102292,10102292,192.06218620930358
3349212,2.0,1.0,1.0,2.0,washington,38.90009685230578,-77.04758243727672,dc,Apartment,20037,14951861,14951861,175.455920405836
3349489,4.0,1.0,1.0,2.0,washington,38.90392437792946,-77.05403088870122,dc,Apartment,20037,11868625,11868625,192.06218620930358
3349804,2.0,1.0,1.0,1.0,washington,38.90774742683057,-77.0472963957464,dc,Apartment,20037,8363399,8363399,175.455920405836
3349911,2.0,1.5,1.0,1.0,washington,38.90351481314943,-77.05256385160503,dc,Apartment,20037,8034375,8034375,192.78740062436077
3349949,2.0,1.0,0.0,1.0,washington,38.90251834537961,-77.0521267432396,dc,Apartment,20037,13410074,13410074,150.09443944306742
3350136,3.0,1.0,1.0,1.0,washington,38.90214190258632,-77.0491235689635,dc,Apartment,20037,18652866,18652866,184.98723086969278
3350345,3.0,1.0,1.0,1.0,washington,38.90686048667555,-77.05160774451628,dc,Apartment,20037,10038811,10038811,184.98723086969278
3350520,3.0,1.0,1.0,1.0,washington,38.90618360266396,-77.0502108390311,dc,Apartment,20037,15896915,15896915,184.98723086969278
3350801,2.0,1.0,1.0,1.0,washington,38.902709764808435,-77.05498284706312,dc,Apartment,20037,11866275,11866275,175.455920405836
3351133,3.0,1.0,1.0,2.0,washington,38.9072465496881,-77.05243222017992,dc,Apartment,20037,9605290,9605290,184.98723086969278
3351228,2.0,1.0,0.0,1.0,washington,38.9009905645646,-77.05289251028717,dc,Condominium,20037,13689516,13689516,154.15560164952632
3351235,4.0,1.0,1.0,2.0,washington,38.90455724574006,-77.05508008329322,dc,Apartment,20037,11176974,11176974,192.06218620930358
3351603,5.0,2.0,2.0,3.0,washington,38.90337855275472,-77.05014507699113,dc,Apartment,20037,5114143,5114143,279.0679010129924
3351679,8.0,1.0,2.0,5.0,washington,38.90289918260882,-77.0549688240074,dc,Apartment,20037,15828400,15828400,245.76449006619757
3352020,3.0,1.0,1.0,2.0,washington,38.907137310258996,-77.04871543469834,dc,Apartment,20037,2262461,2262461,184.98723086969278
3352161,2.0,1.0,1.0,1.0,washington,38.90341983521407,-77.0492049989185,dc,Apartment,20037,1213582,1213582,175.455920405836
3352514,6.0,1.0,1.0,2.0,washington,38.90958812636026,-77.04705893920897,dc,House,20037,1092713,1092713,215.5777467964943
3352864,4.0,1.0,1.0,1.0,washington,38.90284470753882,-77.04929355865332,dc,Apartment,20037,1319473,1319473,192.06218620930358
3353228,2.0,1.0,1.0,1.0,washington,38.90885028822645,-77.04691945677962,dc,Apartment,20037,140167,140167,175.455920405836
3353306,12.0,1.0,3.0,6.0,washington,38.90843675762365,-77.04681977706119,dc,House,20037,11324355,11324355,322.46650991252847
3353624,2.0,1.0,0.0,1.0,washington,38.90798662356593,-77.04755505207497,dc,Apartment,20037,16568426,16568426,150.09443944306742
3353695,2.0,1.0,0.0,1.0,washington,38.90824671961774,-77.04780959857682,dc,Apartment,20037,2089771,2089771,150.09443944306742
3353912,2.0,1.0,1.0,1.0,washington,38.909027989548285,-77.04711450755644,dc,House,20037,8130991,8130991,186.79117902252003
3354203,6.0,2.0,2.0,2.0,washington,38.90825288556845,-77.04852561214445,dc,Apartment,20037,15628815,15628815,285.7855442310399
3354210,4.0,1.0,1.0,1.0,washington,38.90965640913824,-77.046473951966,dc,Apartment,20037,12219364,12219364,192.06218620930358
3354214,1.0,1.0,0.0,1.0,washington,38.910453503158045,-77.04721461335872,dc,Apartment,20008,16600553,16600553,103.67710025533695
3354270,2.0,1.0,1.0,1.0,washington,38.91069274096306,-77.04748088996148,dc,Apartment,20008,16582856,16582856,132.66614412077675
3354343,3.0,1.0,1.0,2.0,washington,38.90035079783121,-77.01587160904711,dc,Apartment,20008,2295228,2295228,139.8729810558491
3354699,2.0,1.0,0.0,1.0,washington,38.91040616851867,-77.04719376926826,dc,Condominium,20008,15147345,15147345,116.5604968937878
3354769,6.0,2.5,3.0,4.0,washington,38.91158138996151,-77.05046437970383,dc,Townhouse,20008,851048,851048,301.8554840152907
3355103,2.0,1.0,1.0,1.0,washington,38.91117965864426,-77.04743254701641,dc,Apartment,20008,16644919,16644919,132.66614412077675
3355259,6.0,1.0,2.0,2.0,washington,38.941900389618795,-77.05766548245997,dc,House,20008,10875641,10875641,190.54582256249603
3355598,4.0,1.0,2.0,2.0,washington,38.95182514015941,-77.05924479690273,dc,Apartment,20008,6965353,6965353,169.76078374615503
3355867,3.0,1.0,1.0,2.0,washington,38.945963275536364,-77.06430403944826,dc,Apartment,20008,16845006,16845006,139.8729810558491
3355951,4.0,2.0,2.0,1.0,washington,38.948250495204356,-77.06501298630288,dc,Apartment,20008,16829821,16829821,204.95504484467298
3356012,2.0,1.0,0.0,1.0,washington,38.9498812678786,-77.06631078628192,dc,Apartment,20008,16100412,16100412,113.48976135329575
3356279,2.0,1.0,1.0,1.0,washington,38.95026160175961,-77.06526370509496,dc,Apartment,20008,3801025,3801025,132.66614412077675
3356644,4.0,2.0,2.0,4.0,washington,38.947435993178075,-77.06990235170409,dc,Apartment,20008,4629566,4629566,204.95504484467298
3356785,3.0,1.0,1.0,1.0,washington,38.943495102439385,-77.0614620996622,dc,Apartment,20008,16749538,16749538,139.8729810558491
3356875,5.0,2.0,2.0,5.0,washington,38.94704395695736,-77.07000788555452,dc,House,20008,9314718,9314718,224.64166099739157
3357090,5.0,2.0,2.0,3.0,washington,38.95422530538075,-77.07064550937872,dc,Apartment,20008,16134762,16134762,211.00947913092398
3357280,4.0,1.0,1.0,1.0,washington,38.95269178525504,-77.06657093277806,dc,Apartment,20008,13547323,13547323,145.22251296427277
3357670,4.0,1.0,0.0,2.0,washington,38.94665368761882,-77.06661404064977,dc,Condominium,20008,15037395,15037395,127.59252470524794
3357806,3.0,1.0,1.0,2.0,washington,38.94942387271431,-77.07035730162256,dc,Apartment,20008,16023048,16023048,139.8729810558491
3357831,3.0,1.0,1.0,1.0,washington,38.94358800843626,-77.06197960830585,dc,Apartment,20008,16039266,16039266,139.8729810558491
3357890,3.0,1.0,1.0,1.0,washington,38.9500322009934,-77.06766149266944,dc,Apartment,20008,5401210,5401210,139.8729810558491
3358116,3.0,1.0,1.0,1.0,washington,38.946938942938964,-77.0669833870677,dc,House,20008,8218782,8218782,148.90941829938743
3358265,2.0,1.0,1.0,1.0,washington,38.95208908961053,-77.06956369183811,dc,Apartment,20008,17588463,17588463,132.66614412077675
3358524,4.0,1.0,1.0,1.0,washington,38.94894559549309,-77.06057071922834,dc,Apartment,20008,4867256,4867256,145.22251296427277
3358807,4.0,1.0,1.0,1.0,washington,38.950696804758564,-77.0666073010189,dc,Apartment,20008,10568710,10568710,145.22251296427277
3358936,3.0,1.0,1.0,2.0,washington,38.94664905274397,-77.06073403688715,dc,Apartment,20008,8303994,8303994,139.8729810558491
3359049,6.0,1.0,2.0,2.0,washington,38.942739629006944,-77.06185316210328,dc,Apartment,20008,1358515,1358515,178.98271670076645
3359707,4.0,2.0,2.0,3.0,washington,38.94626379615441,-77.06140225781486,dc,Apartment,20008,8473981,8473981,204.95504484467298
3360029,4.0,1.0,1.0,2.0,washington,38.950671037057745,-77.06643139947087,dc,Apartment,20008,14385288,14385288,145.22251296427277
3360067,2.0,1.0,1.0,1.0,washington,38.945587745401966,-77.07148806636337,dc,Apartment,20008,11506034,11506034,132.66614412077675
3360361,4.0,1.0,1.0,2.0,washington,38.94351893683967,-77.07190579318423,dc,Apartment,20008,13096614,13096614,145.22251296427277
3360661,2.0,2.0,1.0,1.0,washington,38.91525241524353,-77.04735751788512,dc,Apartment,20008,3781579,3781579,160.17006353070337
